Rooms,BuildingArea,Postcode,Price
3,147.0,3206.0,2000000.0
3,146.0,3206.0,3010000.0
4,254.0,3206.0,2800000.0
3,123.0,3206.0,2100000.0
3,131.0,3206.0,2000000.0
1,34.0,3206.0,442500.0
4,207.0,3206.0,4735000.0
4,145.0,3206.0,2140000.0
2,68.0,3206.0,980000.0
3,134.0,3206.0,1740000.0
1,54.0,3206.0,985000.0
4,263.0,3078.0,2000000.0
4,203.0,3078.0,1717500.0
5,165.0,3078.0,2840000.0
2,60.0,3078.0,525500.0
2,140.0,3078.0,805000.0
4,112.0,3078.0,1830000.0
4,271.0,3078.0,2100000.0
3,131.0,3078.0,865000.0
2,60.0,3078.0,390000.0
2,61.0,3078.0,512000.0
4,272.0,3078.0,1900000.0
4,210.0,3078.0,1950000.0
3,242.0,3018.0,520000.0
5,268.0,3018.0,1525000.0
2,125.0,3018.0,720000.0
3,120.0,3018.0,1120000.0
4,220.0,3018.0,1780000.0
3,94.0,3018.0,630000.0
3,123.0,3018.0,660000.0
2,93.0,3018.0,580000.0
3,22.0,3018.0,1335000.0
2,76.0,3018.0,510000.0
2,57.0,3018.0,425000.0
3,152.0,3018.0,705000.0
2,65.0,3018.0,391000.0
4,130.0,3018.0,845000.0
3,176.0,3018.0,743000.0
3,141.0,3018.0,730000.0
2,77.0,3018.0,447000.0
3,87.0,3018.0,678000.0
2,76.0,3018.0,580000.0
3,136.0,3018.0,840000.0
3,113.0,3018.0,577000.0
2,100.0,3018.0,857000.0
3,3.0,3018.0,730000.0
2,91.0,3018.0,535600.0
5,251.0,3025.0,1085000.0
3,117.0,3025.0,781000.0
2,77.0,3025.0,421000.0
3,167.0,3025.0,683000.0
3,130.0,3025.0,720000.0
3,118.0,3025.0,588000.0
3,116.0,3025.0,710000.0
4,169.0,3025.0,875000.0
3,109.0,3025.0,675000.0
3,97.0,3025.0,708000.0
3,603.0,3025.0,770000.0
4,170.0,3025.0,693000.0
3,100.0,3025.0,620000.0
3,157.0,3025.0,728500.0
3,160.0,3025.0,931000.0
3,130.0,3025.0,815000.0
4,158.0,3025.0,1200000.0
2,70.0,3025.0,292000.0
2,76.0,3143.0,599000.0
3,100.0,3143.0,995000.0
3,105.0,3143.0,1205000.0
3,150.0,3143.0,1939000.0
3,116.0,3143.0,1870000.0
3,165.0,3143.0,1918000.0
3,116.0,3143.0,2050000.0
3,14.0,3143.0,735000.0
1,107.0,3143.0,1435000.0
1,38.0,3143.0,280000.0
2,73.0,3143.0,592500.0
2,96.0,3143.0,1210000.0
4,222.0,3143.0,2801000.0
3,121.0,3143.0,1800000.0
4,163.0,3143.0,2200000.0
6,516.0,3143.0,5525000.0
1,53.0,3143.0,440000.0
3,106.0,3143.0,1300000.0
2,74.0,3143.0,704000.0
2,98.0,3143.0,620000.0
3,108.0,3143.0,1900000.0
2,80.0,3143.0,710000.0
2,88.0,3143.0,598000.0
3,80.0,3143.0,1285000.0
2,76.0,3143.0,520000.0
4,251.0,3143.0,3625000.0
4,333.0,3143.0,4200000.0
3,3.0,3143.0,1101000.0
3,285.0,3143.0,3512500.0
3,91.0,3143.0,869000.0
1,53.0,3143.0,567000.0
3,108.0,3032.0,940000.0
2,62.0,3032.0,467000.0
3,174.0,3032.0,1380000.0
2,62.0,3032.0,490000.0
4,270.0,3032.0,1850000.0
3,128.0,3032.0,971000.0
2,77.0,3032.0,710000.0
6,435.0,3032.0,2425000.0
2,92.0,3032.0,750000.0
2,109.0,3032.0,1053000.0
3,168.0,3032.0,1377000.0
3,125.0,3032.0,970000.0
2,79.0,3032.0,751000.0
2,102.0,3032.0,950000.0
2,90.0,3032.0,685000.0
3,148.0,3032.0,1230000.0
2,87.0,3032.0,770000.0
4,185.0,3032.0,890000.0
3,131.0,3032.0,1440000.0
3,120.0,3032.0,1000000.0
3,147.0,3032.0,1435000.0
1,58.0,3032.0,390000.0
3,139.0,3032.0,1425000.0
4,232.0,3032.0,1340000.0
3,117.0,3032.0,955000.0
4,195.0,3032.0,1100000.0
2,62.0,3032.0,432000.0
4,204.0,3032.0,1640000.0
6,286.0,3032.0,1430000.0
2,104.0,3032.0,610000.0
3,127.0,3032.0,940000.0
3,110.0,3032.0,890000.0
3,149.0,3032.0,1180000.0
4,180.0,3032.0,1480000.0
2,132.0,3032.0,865000.0
2,62.0,3032.0,442000.0
3,110.0,3032.0,1037500.0
3,160.0,3032.0,1050000.0
2,65.0,3032.0,440000.0
4,158.0,3032.0,1430000.0
3,157.0,3032.0,1130000.0
3,104.0,3032.0,1135000.0
4,147.0,3032.0,950000.0
3,148.0,3032.0,790000.0
2,69.0,3032.0,390000.0
4,155.0,3032.0,1345000.0
3,168.0,3032.0,1381500.0
3,172.0,3032.0,940000.0
3,177.0,3032.0,995000.0
3,120.0,3032.0,786000.0
2,108.0,3032.0,705000.0
2,77.0,3032.0,760000.0
3,144.0,3032.0,1000000.0
3,166.0,3032.0,1305000.0
3,175.0,3032.0,1215000.0
2,71.0,3032.0,545000.0
4,273.0,3032.0,1705000.0
4,399.0,3147.0,2650000.0
3,220.0,3147.0,1670000.0
3,315.0,3147.0,2050000.0
3,149.0,3147.0,1555000.0
3,178.0,3147.0,1100000.0
3,112.0,3147.0,1337000.0
8,618.0,3147.0,2950000.0
3,145.0,3147.0,1518000.0
3,101.0,3147.0,1710000.0
3,152.0,3147.0,1655000.0
4,180.0,3147.0,1550000.0
3,228.0,3147.0,1662000.0
3,145.0,3147.0,1665000.0
5,444.0,3147.0,3510000.0
3,110.0,3147.0,900000.0
5,390.0,3147.0,2752000.0
3,139.0,3147.0,1500000.0
4,206.0,3147.0,1800000.0
3,168.0,3147.0,1830000.0
3,111.0,3147.0,1415000.0
2,104.0,3147.0,1440000.0
4,199.0,3147.0,1250000.0
5,266.0,3147.0,1600000.0
4,274.0,3147.0,1860000.0
4,240.0,3147.0,1790000.0
4,278.0,3147.0,1950000.0
3,164.0,3147.0,1650000.0
4,201.0,3147.0,1200000.0
2,114.0,3147.0,1075000.0
4,203.0,3147.0,1500000.0
2,110.0,3147.0,700000.0
3,94.0,3147.0,761000.0
3,792.0,3147.0,1365000.0
4,152.0,3147.0,1100000.0
2,90.0,3147.0,690000.0
3,215.0,3147.0,1631000.0
4,255.0,3147.0,1500000.0
5,317.0,3147.0,1529500.0
2,80.0,3147.0,600000.0
4,192.0,3147.0,1240000.0
2,88.0,3147.0,700000.0
2,86.0,3147.0,1110000.0
3,120.0,3147.0,1305000.0
3,85.0,3147.0,855000.0
3,134.0,3147.0,900500.0
3,198.0,3147.0,1200000.0
3,130.0,3147.0,830000.0
3,118.0,3034.0,850000.0
3,103.0,3034.0,750000.0
3,181.0,3034.0,851000.0
4,225.0,3034.0,1155000.0
3,120.0,3034.0,680000.0
3,143.0,3034.0,627500.0
4,281.0,3034.0,950000.0
3,149.0,3034.0,850000.0
3,106.0,3034.0,705000.0
4,395.0,3034.0,1100000.0
3,118.0,3034.0,892500.0
2,101.0,3034.0,522500.0
4,140.0,3034.0,680000.0
3,117.0,3034.0,875000.0
4,150.0,3034.0,762000.0
2,85.0,3034.0,411000.0
3,103.0,3034.0,805000.0
3,153.0,3034.0,634000.0
4,180.0,3183.0,1819000.0
2,61.0,3183.0,410000.0
2,120.0,3183.0,1015000.0
2,65.0,3183.0,502500.0
2,58.0,3183.0,520000.0
2,61.0,3183.0,442000.0
3,100.0,3183.0,1193000.0
2,49.0,3183.0,416000.0
2,59.0,3183.0,474000.0
2,84.0,3183.0,981000.0
3,159.0,3183.0,1690000.0
2,51.0,3183.0,540000.0
2,123.0,3103.0,2100000.0
4,218.0,3103.0,1800000.0
2,129.0,3103.0,1255000.0
3,112.0,3103.0,1070000.0
5,420.0,3103.0,2570000.0
4,226.0,3103.0,2400000.0
3,266.0,3103.0,2200000.0
5,410.0,3103.0,3250000.0
2,97.0,3103.0,806000.0
6,449.0,3103.0,4000000.0
5,356.0,3103.0,2250000.0
5,349.0,3103.0,2800000.0
2,166.0,3103.0,1850000.0
3,110.0,3103.0,700000.0
2,72.0,3103.0,500000.0
3,252.0,3103.0,2125000.0
4,200.0,3103.0,1800000.0
2,70.0,3103.0,635000.0
2,73.0,3103.0,526000.0
3,150.0,3103.0,905000.0
4,308.0,3103.0,1750000.0
2,100.0,3103.0,760000.0
3,164.0,3103.0,1367000.0
4,240.0,3103.0,1400000.0
4,241.0,3103.0,3270000.0
2,104.0,3103.0,625000.0
3,465.0,3103.0,1860000.0
4,336.0,3103.0,2730000.0
2,79.0,3103.0,460000.0
2,98.0,3103.0,1053000.0
3,170.0,3103.0,1472000.0
2,88.0,3103.0,754000.0
5,502.0,3103.0,3400000.0
4,253.0,3103.0,2188000.0
2,92.0,3103.0,755000.0
4,350.0,3103.0,3290000.0
4,207.0,3103.0,2410000.0
2,150.0,3103.0,650000.0
4,291.0,3103.0,2000000.0
4,155.0,3103.0,1900000.0
3,166.0,3103.0,3401000.0
3,193.0,3103.0,1750000.0
5,420.0,3103.0,3020000.0
5,260.0,3103.0,2450000.0
2,80.0,3103.0,730000.0
3,190.0,3103.0,1500000.0
4,115.0,3103.0,1700000.0
3,167.0,3104.0,1315000.0
3,154.0,3104.0,1500000.0
4,275.0,3104.0,3230000.0
4,185.0,3104.0,1905000.0
5,477.0,3104.0,3300000.0
4,215.0,3104.0,1900000.0
3,137.0,3104.0,2251000.0
4,214.0,3104.0,2205000.0
3,160.0,3104.0,1265000.0
4,185.0,3104.0,1750000.0
3,124.0,3104.0,1450000.0
4,150.0,3104.0,2614000.0
4,225.0,3104.0,1825000.0
5,520.0,3104.0,3250000.0
3,144.0,3104.0,1150000.0
4,330.0,3104.0,1572000.0
5,365.0,3104.0,1750000.0
4,254.0,3104.0,1850000.0
4,275.0,3104.0,2130000.0
5,154.0,3104.0,3690000.0
4,275.0,3104.0,1740000.0
4,355.0,3104.0,2575000.0
4,247.0,3104.0,1388800.0
4,165.0,3104.0,1800000.0
4,247.0,3104.0,2910000.0
5,355.0,3104.0,2200000.0
3,168.0,3104.0,1700000.0
3,188.0,3104.0,1230000.0
7,529.0,3104.0,2600000.0
4,232.0,3104.0,1950000.0
5,170.0,3104.0,1750000.0
5,244.0,3104.0,2000000.0
3,116.0,3104.0,1480000.0
4,50.0,3104.0,3000000.0
3,90.0,3104.0,1818000.0
4,196.0,3104.0,2525000.0
4,420.0,3104.0,3360000.0
3,720.0,3104.0,1903000.0
4,170.0,3104.0,1720000.0
4,201.0,3104.0,1675000.0
4,200.0,3104.0,1680000.0
5,518.0,3104.0,4000000.0
4,250.0,3104.0,2205000.0
3,175.0,3104.0,2100000.0
2,85.0,3104.0,685000.0
6,5.0,3104.0,1900000.0
3,177.0,3104.0,1335000.0
4,165.0,3104.0,1900000.0
2,112.0,3104.0,1040000.0
4,153.0,3104.0,1250000.0
5,200.0,3104.0,1875000.0
4,198.0,3104.0,1530000.0
4,175.0,3104.0,1700000.0
3,151.0,3104.0,1651000.0
5,355.0,3104.0,1920000.0
5,199.0,3104.0,1560000.0
3,144.0,3104.0,1038000.0
5,193.0,3104.0,1660000.0
3,147.0,3104.0,1770000.0
2,102.0,3104.0,691500.0
3,121.0,3204.0,875000.0
3,143.0,3204.0,1425000.0
2,250.0,3204.0,851000.0
3,181.0,3204.0,1222500.0
3,127.0,3204.0,1317500.0
2,69.0,3204.0,360000.0
4,212.0,3204.0,1435000.0
3,164.0,3204.0,1110000.0
4,250.0,3204.0,2435000.0
3,222.0,3204.0,1500000.0
4,194.0,3204.0,1300000.0
3,116.0,3204.0,1125000.0
4,112.0,3204.0,1328000.0
3,135.0,3204.0,1340000.0
4,205.0,3204.0,1155000.0
3,138.0,3204.0,1275000.0
2,103.0,3204.0,855000.0
2,92.0,3204.0,650000.0
4,233.0,3204.0,1815000.0
4,353.0,3204.0,2255000.0
2,475.0,3204.0,855000.0
4,197.0,3204.0,1860000.0
2,100.0,3204.0,725000.0
3,108.0,3204.0,1293000.0
3,245.0,3204.0,1328000.0
4,255.0,3204.0,1247000.0
3,143.0,3204.0,1370000.0
3,170.0,3204.0,1095000.0
2,88.0,3204.0,725000.0
3,149.0,3204.0,825000.0
3,160.0,3204.0,1235000.0
3,125.0,3204.0,1165000.0
4,284.0,3204.0,1910000.0
2,109.0,3204.0,820000.0
4,168.0,3204.0,1430000.0
2,96.0,3204.0,910000.0
4,361.0,3204.0,2520000.0
5,250.0,3204.0,1900000.0
4,766.0,3204.0,1150000.0
2,90.0,3204.0,670000.0
2,107.0,3204.0,680000.0
4,220.0,3204.0,1320000.0
6,275.0,3204.0,1900000.0
3,150.0,3204.0,1535000.0
4,150.0,3204.0,1281000.0
5,178.0,3204.0,1385000.0
4,361.0,3204.0,2620000.0
2,125.0,3165.0,825000.0
2,95.0,3165.0,746000.0
5,190.0,3165.0,1275000.0
3,120.0,3165.0,1025000.0
2,79.0,3165.0,495000.0
4,178.0,3165.0,1220000.0
3,110.0,3165.0,885000.0
3,141.0,3165.0,830000.0
4,222.0,3165.0,1210000.0
4,180.0,3165.0,1160000.0
3,110.0,3165.0,1215000.0
4,191.0,3165.0,1200000.0
3,140.0,3165.0,1050000.0
5,146.0,3165.0,950000.0
2,78.0,3165.0,380000.0
2,87.0,3165.0,689000.0
3,177.0,3165.0,1338000.0
2,150.0,3165.0,651000.0
3,118.0,3165.0,1390000.0
3,163.0,3165.0,1100000.0
4,138.0,3165.0,1206000.0
2,75.0,3165.0,486500.0
4,177.0,3165.0,1415000.0
4,207.0,3165.0,1185000.0
4,166.0,3165.0,1060000.0
3,145.0,3165.0,845000.0
3,117.0,3165.0,860000.0
3,140.0,3165.0,921000.0
2,135.0,3165.0,742500.0
3,120.0,3165.0,920000.0
4,112.0,3165.0,1010000.0
2,102.0,3165.0,702000.0
3,117.0,3165.0,805000.0
4,190.0,3165.0,1100000.0
3,131.0,3165.0,1050000.0
2,79.0,3165.0,722000.0
3,133.0,3165.0,930000.0
3,119.0,3165.0,921000.0
4,160.0,3165.0,1035000.0
4,196.0,3165.0,1352000.0
4,205.0,3165.0,1005000.0
5,315.0,3165.0,1600000.0
3,120.0,3165.0,1200000.0
3,126.0,3165.0,780000.0
4,231.0,3165.0,1250000.0
4,176.0,3165.0,1110000.0
4,165.0,3165.0,1690000.0
3,122.0,3165.0,791000.0
3,140.0,3165.0,900000.0
3,156.0,3165.0,970000.0
3,143.0,3165.0,823000.0
4,190.0,3165.0,1045000.0
2,80.0,3165.0,655000.0
5,257.0,3165.0,1550000.0
3,105.0,3165.0,835000.0
4,256.0,3165.0,1465000.0
3,96.0,3165.0,910000.0
3,123.0,3165.0,920000.0
3,160.0,3165.0,935000.0
3,163.0,3165.0,977000.0
3,122.0,3165.0,1352000.0
4,160.0,3165.0,1115000.0
3,147.0,3165.0,1197000.0
2,83.0,3165.0,485000.0
4,151.0,3165.0,1365000.0
4,337.0,3165.0,1698888.0
3,28.0,3165.0,965000.0
3,150.0,3165.0,870000.0
3,168.0,3165.0,1161000.0
3,146.0,3165.0,1266000.0
3,200.0,3165.0,700000.0
4,265.0,3165.0,1325000.0
3,132.0,3165.0,770000.0
3,538.0,3165.0,1110000.0
1,99.0,3165.0,380000.0
4,158.0,3165.0,1175000.0
3,120.0,3165.0,1200000.0
4,196.0,3165.0,1370000.0
4,186.0,3165.0,1433500.0
3,131.0,3165.0,860000.0
2,114.0,3165.0,715000.0
2,115.0,3165.0,710000.0
5,296.0,3165.0,1550000.0
3,100.0,3165.0,790000.0
3,144.0,3165.0,1020000.0
3,122.0,3165.0,886000.0
4,198.0,3165.0,1015000.0
4,167.0,3165.0,1255000.0
3,94.0,3165.0,1320000.0
3,133.0,3165.0,870000.0
4,219.0,3165.0,1472500.0
2,118.0,3165.0,640000.0
4,255.0,3128.0,1620000.0
2,81.0,3128.0,645000.0
4,167.0,3128.0,1560000.0
3,170.0,3128.0,1715000.0
3,110.0,3128.0,1200000.0
3,151.0,3128.0,1760000.0
3,108.0,3128.0,948000.0
2,65.0,3128.0,465000.0
4,158.0,3128.0,975000.0
3,134.0,3128.0,1325000.0
3,3.0,3128.0,750000.0
3,159.0,3128.0,1400000.0
3,106.0,3128.0,1500000.0
4,195.0,3128.0,1600000.0
4,235.0,3128.0,1461400.0
3,108.0,3128.0,775000.0
4,162.0,3128.0,1670000.0
3,120.0,3128.0,4000000.0
3,106.0,3128.0,928000.0
2,82.0,3128.0,636000.0
3,95.0,3128.0,1170000.0
4,231.0,3128.0,1670000.0
3,119.0,3128.0,857000.0
3,130.0,3128.0,822500.0
2,75.0,3019.0,645000.0
3,106.0,3019.0,502000.0
3,124.0,3019.0,495000.0
2,77.0,3019.0,868000.0
4,154.0,3019.0,645000.0
3,145.0,3019.0,652000.0
4,240.0,3019.0,850000.0
3,98.0,3019.0,575000.0
4,216.0,3019.0,882000.0
3,135.0,3019.0,730000.0
4,154.0,3019.0,610000.0
3,90.0,3019.0,696000.0
3,144.0,3019.0,579000.0
3,105.0,3019.0,765000.0
2,104.0,3019.0,475000.0
4,160.0,3019.0,550000.0
3,138.0,3019.0,495000.0
3,78.0,3019.0,565000.0
3,156.0,3186.0,1635000.0
4,284.0,3186.0,3695000.0
2,70.0,3186.0,536000.0
4,247.0,3186.0,3700000.0
3,122.0,3186.0,1975000.0
3,137.0,3186.0,1390000.0
4,260.0,3186.0,2905000.0
2,132.0,3186.0,1300000.0
3,225.0,3186.0,1725000.0
3,209.0,3186.0,2100000.0
2,74.0,3186.0,800000.0
4,135.0,3186.0,1761000.0
3,171.0,3186.0,1302500.0
5,341.0,3186.0,2750000.0
2,92.0,3186.0,892500.0
4,197.0,3186.0,2145000.0
5,340.0,3186.0,3171000.0
2,74.0,3186.0,620000.0
3,163.0,3186.0,1475000.0
3,111.0,3186.0,1650000.0
5,202.0,3186.0,1562500.0
3,262.0,3186.0,2050000.0
4,364.0,3186.0,3320000.0
2,85.0,3186.0,1100000.0
3,143.0,3186.0,1650000.0
2,111.0,3186.0,1570000.0
5,221.0,3186.0,4700000.0
3,118.0,3186.0,1785000.0
3,170.0,3186.0,1875000.0
3,116.0,3186.0,1266000.0
5,423.0,3186.0,2730000.0
4,337.0,3186.0,3295888.0
1,40.0,3186.0,375000.0
2,80.0,3186.0,756000.0
5,219.0,3186.0,2100000.0
3,302.0,3186.0,2375000.0
3,120.0,3186.0,1385000.0
3,419.0,3186.0,2020000.0
2,75.0,3186.0,858000.0
4,229.0,3186.0,2800000.0
5,305.0,3186.0,3700000.0
4,274.0,3186.0,2475000.0
4,333.0,3186.0,2700000.0
4,311.0,3186.0,3900000.0
2,75.0,3186.0,610000.0
2,165.0,3186.0,1532000.0
2,2.0,3186.0,1037000.0
4,319.0,3186.0,3050000.0
4,196.0,3186.0,1630000.0
4,246.0,3186.0,2640000.0
1,74.0,3186.0,671000.0
4,281.0,3186.0,2250000.0
3,161.0,3186.0,2900000.0
4,142.0,3186.0,2405000.0
3,110.0,3186.0,1352500.0
5,304.0,3186.0,3105000.0
4,195.0,3186.0,1500000.0
4,240.0,3187.0,1940000.0
4,268.0,3187.0,1850000.0
3,117.0,3187.0,930000.0
4,213.0,3187.0,1310000.0
4,183.0,3187.0,2504000.0
2,126.0,3187.0,1445000.0
4,594.0,3187.0,1825000.0
5,274.0,3187.0,1700000.0
5,235.0,3187.0,1400000.0
3,228.0,3187.0,1500000.0
3,182.0,3187.0,1400000.0
5,245.0,3187.0,1600000.0
2,119.0,3187.0,1780000.0
5,270.0,3187.0,1200000.0
2,90.0,3187.0,775000.0
3,143.0,3187.0,1480000.0
3,244.0,3187.0,1590000.0
4,274.0,3187.0,2840000.0
2,131.0,3187.0,1000000.0
4,275.0,3187.0,1700000.0
5,272.0,3187.0,3207000.0
3,34.0,3187.0,880000.0
4,203.0,3187.0,1920000.0
3,121.0,3187.0,1301000.0
5,233.0,3187.0,2550000.0
5,238.0,3187.0,1915000.0
4,212.0,3187.0,1650000.0
4,177.0,3187.0,1530000.0
4,233.0,3187.0,2050000.0
5,346.0,3187.0,2550000.0
2,93.0,3187.0,905000.0
3,151.0,3187.0,1355000.0
2,145.0,3187.0,1845000.0
5,309.0,3187.0,2050000.0
3,228.0,3187.0,1710000.0
3,222.0,3187.0,1300000.0
4,286.0,3187.0,2200000.0
4,225.0,3187.0,2150000.0
1,60.0,3187.0,681000.0
2,250.0,3187.0,1310000.0
1,57.0,3187.0,340000.0
2,66.0,3187.0,692000.0
4,4.0,3187.0,1367000.0
2,101.0,3187.0,903000.0
4,337.0,3187.0,2820000.0
2,117.0,3187.0,1813000.0
5,288.0,3187.0,1655000.0
3,193.0,3187.0,1230000.0
4,150.0,3187.0,1389000.0
4,130.0,3187.0,2310000.0
2,131.0,3187.0,1014000.0
2,108.0,3056.0,1026000.0
4,93.0,3056.0,1802500.0
4,209.0,3056.0,1500000.0
4,287.0,3056.0,2230000.0
2,66.0,3056.0,410000.0
1,40.0,3056.0,272500.0
3,100.0,3056.0,680000.0
2,61.0,3056.0,400000.0
3,96.0,3056.0,950000.0
4,97.0,3056.0,860000.0
2,90.0,3056.0,845500.0
2,78.0,3056.0,605000.0
2,61.0,3056.0,445000.0
2,85.0,3056.0,659500.0
2,75.0,3056.0,600000.0
4,139.0,3056.0,1115000.0
3,91.0,3056.0,1125000.0
3,97.0,3056.0,855000.0
3,140.0,3056.0,940000.0
2,88.0,3056.0,750000.0
2,108.0,3056.0,1056000.0
2,2.0,3056.0,620000.0
3,152.0,3056.0,880000.0
3,126.0,3056.0,1222500.0
3,110.0,3056.0,955000.0
2,65.0,3056.0,587000.0
3,121.0,3056.0,1060000.0
2,93.0,3056.0,890000.0
2,100.0,3056.0,685000.0
3,162.0,3056.0,976000.0
3,112.0,3056.0,641000.0
2,87.0,3056.0,770000.0
1,51.0,3056.0,279500.0
4,180.0,3056.0,1800000.0
4,151.0,3056.0,1350000.0
4,156.0,3056.0,1320000.0
3,130.0,3056.0,825000.0
3,100.0,3056.0,1261000.0
3,105.0,3056.0,1045000.0
3,85.0,3056.0,1044000.0
3,126.0,3056.0,1050000.0
3,152.0,3056.0,1691500.0
2,108.0,3056.0,1075000.0
2,80.0,3056.0,501000.0
3,98.0,3056.0,1260000.0
3,141.0,3056.0,1650000.0
2,57.0,3056.0,601000.0
2,86.0,3056.0,1015000.0
1,114.0,3056.0,625000.0
3,195.0,3056.0,1700000.0
3,142.0,3056.0,815000.0
2,57.0,3056.0,435000.0
5,266.0,3056.0,2500000.0
2,88.0,3056.0,860000.0
2,66.0,3056.0,491000.0
3,89.0,3056.0,985000.0
3,162.0,3056.0,1250000.0
3,112.0,3056.0,641000.0
3,104.0,3056.0,860000.0
2,68.0,3056.0,705000.0
3,117.0,3056.0,880000.0
2,105.0,3056.0,754000.0
2,74.0,3056.0,590000.0
2,66.0,3056.0,575000.0
3,150.0,3056.0,1510000.0
2,87.0,3056.0,801000.0
3,126.0,3056.0,820000.0
1,45.0,3056.0,370000.0
3,104.0,3056.0,1170000.0
4,129.0,3056.0,1790000.0
3,118.0,3056.0,640000.0
4,207.0,3056.0,1875000.0
3,1041.0,3056.0,1053000.0
3,111.0,3056.0,705000.0
4,1.0,3056.0,1175000.0
4,127.0,3056.0,1217000.0
3,119.0,3056.0,1020000.0
3,132.0,3056.0,1340000.0
4,214.0,3056.0,1410000.0
3,126.0,3056.0,1550000.0
3,122.0,3056.0,740000.0
2,89.0,3056.0,592500.0
1,54.0,3056.0,370000.0
2,120.0,3056.0,765000.0
1,82.0,3056.0,772000.0
3,130.0,3056.0,1210000.0
4,199.0,3056.0,1755000.0
2,103.0,3056.0,945000.0
2,157.0,3056.0,755000.0
2,69.0,3055.0,521500.0
3,119.0,3055.0,1190000.0
2,60.0,3055.0,471000.0
1,42.0,3055.0,265000.0
3,93.0,3055.0,955000.0
5,321.0,3055.0,1350000.0
2,85.0,3055.0,380000.0
1,37.0,3055.0,300000.0
3,95.0,3055.0,810000.0
3,119.0,3055.0,793000.0
2,64.0,3055.0,400000.0
2,70.0,3055.0,400500.0
3,155.0,3055.0,797500.0
3,135.0,3055.0,1300000.0
3,101.0,3055.0,1330000.0
7,287.0,3055.0,1205000.0
2,62.0,3055.0,380000.0
3,168.0,3055.0,1095000.0
2,82.0,3055.0,680000.0
2,87.0,3055.0,711000.0
2,75.0,3055.0,500000.0
2,62.0,3055.0,385000.0
2,59.0,3055.0,370000.0
1,43.0,3055.0,320000.0
1,42.0,3055.0,330000.0
5,193.0,3055.0,1200000.0
2,66.0,3055.0,537000.0
3,141.0,3055.0,910000.0
1,45.0,3055.0,285000.0
4,165.0,3055.0,921500.0
2,116.0,3055.0,1315000.0
2,65.0,3055.0,370000.0
2,109.0,3055.0,735000.0
4,148.0,3055.0,1000000.0
1,45.0,3055.0,252000.0
4,184.0,3055.0,1700000.0
2,98.0,3055.0,820000.0
2,65.0,3055.0,370000.0
2,65.0,3055.0,484000.0
3,123.0,3055.0,815000.0
4,169.0,3055.0,1150000.0
2,84.0,3055.0,497000.0
2,62.0,3055.0,440000.0
2,115.0,3055.0,816000.0
4,150.0,3055.0,970000.0
3,140.0,3105.0,851000.0
4,180.0,3105.0,1300000.0
4,214.0,3105.0,1235000.0
4,197.0,3105.0,1303000.0
3,190.0,3105.0,880000.0
3,226.0,3105.0,975000.0
3,180.0,3105.0,990000.0
4,159.0,3105.0,1225000.0
5,304.0,3105.0,1490000.0
4,323.0,3105.0,1002000.0
3,165.0,3105.0,905000.0
4,225.0,3105.0,1085000.0
3,100.0,3105.0,787000.0
4,6791.0,3105.0,1280000.0
3,96.0,3105.0,1075000.0
4,245.0,3105.0,1302000.0
